UYEISYERI_ID_MASK,revenue_tslope,visit_tslope,revpervisit_tslope
69886521,-67.22628571,-0.742857143,9.469537982
69920360,-244.9997143,-5.2,13.14757537
69920471,-8.034285714,-0.142857143,-0.284031397
70077447,64.08714286,-0.314285714,9.160463203
70178404,-19.40171429,-1.942857143,3.391624998
70206492,97.02371429,1.371428571,-2.133486846
70278463,311.5397143,-0.057142857,20.35980012
70278467,-155.192,-1.628571429,6.40428652
70278495,170.9048571,-0.571428571,21.00919661
70278498,132.5174286,0.342857143,4.862779104
70278537,139.1682857,0.285714286,19.733747
70278544,-3967.903429,-0.771428571,-88.3708347
70278547,-6130.412857,-1.628571429,-39.77452599
70321475,587.1814286,0.571428571,19.14192245
70349422,-134.4388571,4.914285714,-8.350017007
70377477,8.674571429,0.314285714,0.134099181
70484377,961.8525714,3.2,5.681576745
70691476,212.5605714,4.828571429,0.866575085
70691477,-52.16542857,-2.371428571,1.392260792
70691478,-31.58,-1.628571429,0.604903325
70691480,63.59028571,-0.457142857,2.979612036
70924381,-94.37571429,1.314285714,-58.95604195
71033474,-74.10457143,-1.657142857,28.45102381
71814466,-113.7397143,-3.314285714,2.341034054
71814485,-227.3471429,-1.371428571,2.082518132
71852428,60.03571429,0.714285714,1.143679829
71852495,5.737714286,-0.885714286,4.030540192
71930432,69.94771429,4.085714286,-3.782513818
71930433,17.17571429,-0.285714286,1.076746851
71930434,79.59857143,2.285714286,0.775135604
71930436,6.145428571,-3.914285714,2.451982439
71930485,322.9114286,-1.685714286,7.918455067
72030404,1516.698286,6.828571429,-41.91835878
72075514,34.17114286,0.457142857,2.459757928
72229414,296.23,12,-0.114701567
72308451,133.9954286,2.2,1.430494743
72349465,-2216.155429,-15.14285714,-4.12072009
72349466,-1108.865429,-14.68571429,7.238965065
72418346,14.36,0.628571429,-0.856476335
72504479,-8.066857143,-1.085714286,4.616458163
72572480,-192.3537143,-5.628571429,5.605358376
72611395,567.5831429,2.971428571,-7.671107154
72706383,0.850857143,-0.885714286,3.248752762
72706386,303.5357143,7.285714286,1.844346356
72792425,33.73657143,0.685714286,1.267541143
72847370,614.604,-0.971428571,9.408424311
72916434,-10.61257143,-0.028571429,0.842332876
72916501,67.938,2.028571429,-1.084050868
72916531,-376.3082857,-4.542857143,-0.303367866
72916534,16.70628571,0.485714286,-1.850214286
72960377,99.35657143,1.371428571,3.705858844
73001645,-180.308,-4.085714286,0.170713082
73051366,28.682,0.628571429,0.989833167
73083441,797.8557143,-0.657142857,37.59124146
73159361,-69.22457143,-0.685714286,-2.643851196
73159422,1143.717714,-0.142857143,179.1386186
73159426,-108.7025714,-2.942857143,2.493054029
73159479,-511.8537143,-4.628571429,-0.313080562
73210489,65.32857143,-1.485714286,13.30831328
73210506,-90.72685714,0.971428571,-2.089847012
73210584,-57.02571429,-0.314285714,-1.287138478
73210591,399.9937143,0.857142857,6.932208681
73210592,-830.7517143,-2.057142857,-14.70708238
73269356,-1033.758857,-5.714285714,4.600662628
73269359,-907.9008571,-11.28571429,0.884332127
73269373,183.6345714,0.714285714,12.20207851
73269453,56.16028571,2.114285714,-3.107513709
73387522,138.858,-1.771428571,5.565577043
73387550,-44.35628571,-0.885714286,4.74624549
73419476,733.258,1.457142857,24.0622446
73419477,-14.928,0.657142857,-1.947170549
73459332,857.4082857,1.542857143,4.661024709
73459477,290.3602857,1.057142857,5.655431234
73459545,4163.023143,8.457142857,31.2103177
73495444,65.86514286,-1.057142857,9.036583333
73495472,-1380.368571,2,-27.0158534
73553367,7.890857143,0.371428571,-0.857903095
73553369,92.29914286,0.857142857,3.252623129
73585473,-1590.782286,-1.114285714,-125.5076083
73585511,-48.68057143,-2,0.559449863
73618498,271.9642857,-0.314285714,1.503279976
73618499,56.848,-1.6,8.475325857
73618529,-241.2028571,-5.742857143,7.04081161
73618563,412.3377143,3.571428571,0.925972689
73700438,68.35314286,-0.428571429,5.778517183
73700447,4981.371429,0.857142857,146.2667799
73700457,-692.5285714,-3.942857143,-4.412966312
73758352,47.08942857,0.657142857,-0.328544293
73758380,12.294,-0.285714286,0.572298371
73758381,120.7617143,3.114285714,0.976902598
73758382,50.76714286,2.485714286,-1.784565267
73758406,65.202,-1.657142857,4.313289651
73824435,32.03057143,0.828571429,0.828840858
73901400,26536.33257,9.057142857,70.04294442
73901405,7527.5,15,9.541300729
73901418,167.0214286,4.8,1.259531045
73901419,82.18114286,3.542857143,-5.312414426
73933452,18.48371429,-0.542857143,1.161533097
73959440,-814.1268571,-3.228571429,-7.605247355
73996402,74.02485714,1.314285714,4.316694355
74032513,82.938,-0.685714286,14.57891742
74098533,-275.7814286,-5.4,4.493566973
74132356,-1061.801143,-9.828571429,2.146285668
74132414,200.1765714,1.771428571,1.544477274
74132436,0.113428571,-1.6,1.953340517
74132507,-50.23885714,-3.742857143,3.759301592
74132509,-3683.39,-25.48571429,-34.0209001
74174330,-995.7048571,-3.742857143,-9.647688682
74201418,-917.6048571,-1.114285714,-14.65904313
74234335,160.4811429,-0.342857143,-0.927711864
74267489,133.642,0.428571429,2.162530179
74267517,98.40628571,5.057142857,1.198225157
74267531,-90.00228571,-0.171428571,-1.924080808
74353469,1275.095143,8.885714286,-3.342038578
74353489,63.63857143,1.228571429,-6.182566562
74353533,27763.362,237.4857143,29.74066873
74390348,279.7194286,5.571428571,0.935832941
74417400,138.5488571,1.114285714,3.17692875
74498345,-768.7045714,-2.942857143,-7.737493666
74498549,8.359142857,-0.114285714,0.953735892
74498550,49.20714286,1.714285714,-3.266648268
74589463,64.03628571,0.4,6.333761905
74646404,3.979714286,-1.742857143,7.726440476
74646465,201.6971429,2.314285714,1.332105984
74718382,-625.2714286,-1.8,-50.35537677
74718529,-0.993142857,0.028571429,-1.005190127
74761439,1005.156571,-3.971428571,30.64070298
74921385,-4961.960286,-10.77142857,-22.27918847
74957429,44.88885714,2.114285714,-0.460924834
75073401,1201.298571,0.257142857,-9.090125747
75073464,-37.95142857,-0.971428571,1.031207012
75073552,-69.86971429,-0.828571429,-2.355338651
75073555,566.3191429,4.2,1.642194791
75073557,12.11857143,0.342857143,-0.338036067
75073560,-232.3451429,-2.6,-1.104668116
75106410,132.784,-0.114285714,6.199785998
75170407,67.03542857,-0.285714286,1.148667416
75170409,131.8731429,0.285714286,9.894005999
75170521,25.05228571,-0.057142857,1.894
75214556,48.40428571,-1.12E-15,4.030708791
75261411,1870.725429,4.485714286,0.175355629
75261475,165.0634286,0.057142857,5.934837842
75298426,-130.9805714,1,-2.570335351
75298456,29.12742857,1.142857143,-1.025288728
75298470,66.86771429,1.542857143,1.222515646
75402355,-6162.778,-1.2,-184.953672
75402375,-104.6568571,-2.085714286,7.801714286
75477364,-63.87828571,-0.771428571,3.183241758
75561498,41996.83914,85.85714286,17.73220065
75561800,12455.79971,3.314285714,136.7508274
75626428,-479.9162857,3.085714286,-28.56304848
75663400,70.69428571,-1.142857143,23.43694258
75747330,27.39228571,-1.257142857,1.011877567
75787542,-179.1802857,-3.628571429,-2.832358886
75821547,-354.7354286,0.257142857,-7.637720436
75854553,578.1162857,4.314285714,12.09156563
75854554,120.8748571,-1.228571429,4.92839986
75854556,80.86742857,0.2,4.344572386
75854565,350.7782857,3.428571429,1.377879963
75854566,585.8257143,2.6,11.96956123
75854568,637.8414286,2.571428571,12.14586281
75854570,696.6305714,6.914285714,2.192595352
75854572,793.0185714,3.685714286,9.398010553
75854573,-4.445142857,0.257142857,-1.812898929
75854576,399.5222857,3.142857143,6.187906128
75854581,78.71142857,0.942857143,1.796361195
75854585,412.1748571,1.857142857,9.958938142
75854586,536.6625714,2.485714286,7.998353259
75854589,698.7611429,3.542857143,7.487750406
75854590,168.4891429,1.571428571,3.716623049
75854591,409.5602857,2.6,8.267959671
75946611,-3763.969714,-4.2,-27.68949982
76027489,844.43,14.88571429,-0.591642049
76027504,59.39228571,0.2,-2.038469388
76027579,197.7708571,1.228571429,3.017060627
76027627,-14.93057143,-0.457142857,0.215004329
76027629,-39.83742857,-0.457142857,-0.995880063
76068454,154.1362857,4.771428571,-0.636699011
76068495,13211.42486,25.91428571,-8.451298981
76127530,-15.48085714,-0.171428571,-0.156396559
76204543,2434.737143,6.114285714,4.554310953
76284429,6.428571429,0.6,-0.749026534
76369355,53.10885714,-1.342857143,2.636996094
76404372,-4740.962286,-18.85714286,-2.920517366
76438337,-15.29142857,-1.142857143,1.196207722
76610645,135.3182857,6.457142857,-1.299286198
76610648,-16.23428571,-0.485714286,0.076874871
76654492,-40.11228571,-1.685714286,2.894919111
76654534,45.85228571,1.971428571,-1.044684527
76654535,-14.60114286,0.685714286,-1.371456076
76763495,332.0785714,1.828571429,4.880877159
76763496,-51.79628571,-0.657142857,0.400713746
76801501,2232.066,0.314285714,95.47381222
76836477,-85.99371429,-2.142857143,-0.61336601
76836482,128.8434286,2.285714286,1.863477444
76836496,-12.98057143,-1.428571429,5.101673186
76836503,31.70485714,0.542857143,0.815456227
76836514,155.5417143,1.628571429,3.077331299
76936415,121.7142857,-0.085714286,26.25642857
76936434,87.69828571,2.171428571,1.121385777
76936435,25.92828571,0.2,1.07714956
76972554,-22.59257143,-0.714285714,0.697479435
77005590,-1543.524,-17.51428571,-11.0121054
77170517,-4457.253143,-17.74285714,-64.93376738
77205568,-511.6257143,1.485714286,-8.471381692
77247443,-55.39457143,-1.714285714,2.377808191
77247444,-403.9902857,1.142857143,-10.38559243
77247473,-104.3882857,-1.6,3.714214896
77247477,-605.1862857,-2.971428571,-6.325672454
77247479,-493.1928571,3.2,-24.02941385
77247508,315.7937143,2.314285714,1.697963138
77247571,37.37371429,0.228571429,1.335341213
77280475,504.606,6.971428571,-7.794561587
77357541,-2.996285714,-0.428571429,0.742255633
77392458,52.26971429,1.114285714,-1.415375944
77392524,231.7471429,1.257142857,4.781855906
77431458,13.60714286,1.571428571,-0.411082875
77431467,-1.210285714,0.6,-1.286613458
77431469,8.261142857,0.485714286,-0.400281796
77431474,-13.08685714,-1.514285714,2.411661713
77431475,40.74342857,-1.028571429,4.97231983
77431478,-4.431714286,0.657142857,-3.046989456
77431493,37.1,2.085714286,-0.00358057
77431507,53.5,1.685714286,2.291777211
77431510,5.085714286,0.8,-0.899206508
77431514,-8.121428571,-0.057142857,-0.471879906
77431520,-16.59285714,-0.228571429,-1.152271062
77431521,-67.42142857,-6.171428571,1.067362637
77431525,17.11428571,0.6,0.894897959
77431532,30.77142857,3.657142857,-0.383979592
77431533,7.807142857,0.314285714,0.442933455
77431534,50.84971429,3.742857143,0.24875248
77431535,-39.53771429,-1.6,-0.85778756
77431538,-6.671428571,1.057142857,-3.657432845
77431546,41.866,2.714285714,0.033682373
77431552,9.677142857,0.714285714,-0.110561224
77431556,-8.214285714,-2.285714286,1.612358034
77431559,29.65,2.142857143,-0.339304577
77431563,4.5,0.742857143,-3.907738095
77431578,-19.58571429,-1.057142857,-0.586111111
77431580,33.92142857,2.885714286,-0.037336239
77431582,1.492857143,0.285714286,-0.261275663
77431596,34.59285714,3.714285714,-1.380737734
77431604,-19.94285714,-0.457142857,-0.958791922
77467536,16.842,-0.8,6.151371429
77467577,5.033142857,1.714285714,-16.49210414
77567417,146.2394286,0.314285714,2.792897107
77567485,197.8068571,1.057142857,2.661692272
77567492,-234.7128571,-2.028571429,1.086083396
77602600,-14541.52257,-15.17142857,-245.5654789
77637474,83.16514286,1.028571429,5.127121336
77673447,12.42828571,-0.171428571,1.459185838
77707512,-67.10171429,-2.457142857,3.150875268
77707554,1.496,-1.942857143,3.881323143
77770343,-1365.782,-11.11428571,-0.551010903
77770439,119.1725714,2.4,1.251973646
77770472,44.20542857,1.142857143,-0.589103452
77770505,-6785.035714,-3.571428571,-26.30475472
77770532,113.5434286,0.485714286,8.868639456
77841399,52.54885714,0.628571429,-13.49176905
77841493,121.4022857,3.742857143,0.314389452
77879539,31.59714286,0.571428571,1.849555556
77879541,268.1074286,1.342857143,3.720387642
77923422,14.406,1.085714286,-1.952331456
77923438,106.0314286,3.114285714,0.103325432
77974408,-628.8625714,-6.942857143,4.224288131
78044414,-33.086,-1.142857143,-0.106255643
78113383,-22486.40914,-56.28571429,-2.73287644
78113475,-110.61,-4.714285714,2.064442517
78145455,-9.808285714,-0.514285714,0.196949365
78145491,-46.408,-0.285714286,-1.372926316
78263427,8213.25,14,1.938082561
78448333,-40.26142857,-1.828571429,1.004127651
78484468,-347.7491429,-2.771428571,-1.751700259
78516662,159.9251429,3.057142857,0.239135315
78566445,-2051.806,-0.971428571,-85.13700964
78598498,93.47771429,2.6,1.086886273
78629496,-50.32028571,-4.371428571,2.780101263
78629497,88.23171429,1.885714286,0.798730888
78666391,91.79228571,0.142857143,4.658166667
78666425,33.88,-0.028571429,2.819637773
78698357,3.741428571,0.2,-0.020718923
78698358,74.50314286,1.4,0.452537211
78698424,-545.3094286,-8.228571429,2.460231688
78756382,-200.92,-2.714285714,6.0878339
78756414,1016.197429,4.457142857,4.934993073
79876536,6.551428571,0.228571429,1.018367367
79876554,31.04571429,-0.314285714,1.66999228
79876562,-340.8874286,22.42857143,-10.45277647
79922496,111.5242857,0.942857143,5.719409923
79922513,219.5714286,0.028571429,17.70800866
79956414,-213.5011429,-3.2,4.919639498
79956415,161.3445714,-0.257142857,5.205252138
79987518,236.9442857,2.057142857,6.858730021
79987524,51.52942857,-0.914285714,3.652585179
80077368,224.7414286,-0.571428571,20.5343028
80077488,10421.894,1.085714286,635.8579663
80116404,-23.28,-1.514285714,21.16123129
80116451,-30.75485714,0.342857143,-1.152500645
80177501,-338283.002,-731.6285714,-20.67596136
80177510,73.26314286,0.771428571,3.178604903
80231382,345.6771429,2.085714286,9.879835601
80326452,74.52571429,1.4,1.992235374
80326535,-127.6502857,-3.657142857,0.914235118
80359492,37.13457143,-0.828571429,18.86366708
80359547,78.90971429,-1.228571429,8.790052198
80493443,25.21914286,-0.028571429,1.736737995
80535376,-2085.094571,2.942857143,-5.712765466
80610433,17.57028571,0.485714286,0.726137681
80610434,135.6285714,-1.285714286,5.029402878
80610478,-60.92828571,-2.114285714,1.006156293
80666458,15.47285714,0.971428571,-1.767267824
80782393,14223.84771,1.485714286,1062.755503
80944378,58.71142857,0.371428571,3.057382189
81018557,-527.7091429,-4.885714286,-0.36597553
81018594,455.1294286,1.971428571,8.085425083
81054384,432.1491429,13.82857143,-1.699384147
81110508,210.7265714,-1.114285714,26.26052971
81148535,461.2082857,3.628571429,11.40516224
81286384,-112.7902857,-1.771428571,0.958615832
81321445,506.4182857,5.628571429,2.419312304
81321509,72.05714286,4.028571429,-0.442313314
81321511,-601.296,2.257142857,-24.69381124
81321512,-8.618285714,0.685714286,-4.47088992
81359482,1290.252286,1.142857143,63.93943101
81359497,1049.185714,4.428571429,-9.460630631
81359509,765.8571429,15.11428571,11.86725845
81493492,284.1365714,0.828571429,8.654590396
81493493,2098.936286,1.171428571,113.3744909
81572344,33.66428571,1.257142857,0.654801415
81572345,945.0651429,4.628571429,12.69463071
81572443,548.0417143,5.171428571,2.849186106
81572474,-171.2851429,0.914285714,-8.13967299
81572551,-22.08314286,-0.228571429,-1.829016698
81618430,156.9265714,-4.47E-15,4.000186299
81618597,12468.234,3.2,478.4781547
81618598,9123.177143,2.4,143.1454493
81618599,-116.252,1.4,-13.21577519
81667392,10.00714286,-0.314285714,1.037942082
82046464,-2326.255143,-0.342857143,-91.18042986
82046467,68.36085714,-0.657142857,2.20554792
82092364,-197.0174286,-5.114285714,-1.029325431
82133428,11.67857143,1.171428571,0.103165584
82133429,603.9285714,1.657142857,17.48744113
82200438,93.74057143,2.257142857,1.637922711
82237329,89.07571429,2.2,3.626521559
82237503,41.74142857,1.542857143,1.585701204
82237516,8042.58,56,1.485170206
82321366,90.30714286,4.542857143,0.47044434
82409395,-2.307714286,0.685714286,-2.80291746
82500421,-133.2962857,-1.342857143,0.327638703
82500507,39.97942857,-0.314285714,4.433261333
82500509,324.04,2.857142857,4.506676596
82500516,-1.752285714,0.371428571,-2.731889683
82536449,-257.5568571,-2.285714286,3.586893243
82536455,56.89228571,1.742857143,1.87182967
82536456,6.266571429,0.114285714,0.957971141
82536457,-94.20228571,-4,0.568310747
82536464,-19.758,1.2,-4.158498866
82587442,85.20428571,6.171428571,0.185197023
82631371,-0.772571429,-0.285714286,0.869089208
82631391,3848.785143,6.657142857,13.93522055
82736435,180.1837143,1.4,8.082313889
82785351,89.51428571,1.542857143,-1.564102284
82785412,-10.57285714,4.771428571,-1.823723741
82889387,97.71028571,3.514285714,-0.605730082
82924460,125.5705714,3.857142857,-1.195253209
82997459,-593.5151429,-2.085714286,-11.59528701
83034526,539.7885714,-1.685714286,10.38348113
83094393,143.9842857,-1.514285714,8.842706139
83094410,-1103.142857,-44.28571429,0.173349365
83094413,-711.7314286,-0.142857143,-83.83923741
83094414,69.84571429,2,1.338130077
83162481,593.2651429,6.371428571,8.251243292
83205365,-254.3185714,-4.114285714,1.411871049
83205511,801.5774286,10.54285714,-1.628906464
83250430,259.3648571,1,7.580524073
83250431,2102.23,1.142857143,144.2587579
83250434,552.1354286,0.4,47.40952237
83250437,157.1905714,0.514285714,0.78116603
83250438,1124.550571,1.885714286,-28.61527353
83250449,10.97914286,0.171428571,-0.14475469
83306330,349.7994286,0.628571429,26.50134127
83341434,128.9931429,3.285714286,-9.056597855
83341482,96.224,1.571428571,-0.186438526
83341494,27.72942857,-3.628571429,7.625646567
83376329,-155.6,-1.057142857,4.104135338
83426447,854.3211429,0.428571429,63.50993367
83426448,28.73371429,0.257142857,0.921438397
83426452,61.43371429,-0.2,3.860214288
83426454,181.074,-0.942857143,6.432098361
83461387,-627.4428571,-2.114285714,-4.676140351
83461538,156.6891429,0.971428571,4.505752747
83566428,48.50228571,1.257142857,0.527246117
83566433,-87.31228571,-1.2,-3.115487755
83566438,428.1428571,0.942857143,25.47777778
83566440,227.174,1.057142857,4.84937113
83566464,-178.6465714,-7.314285714,2.987765266
83566470,338.3942857,-0.628571429,21.30482361
83566485,-310.1102857,-1.742857143,-5.121749311
83566486,69.22857143,1.314285714,1.591360622
83566504,391.3248571,0.457142857,21.79619579
83605331,-558.2022857,-2.714285714,315.8753547
83605346,217.8077143,0.285714286,15.90092203
83605495,268.7185714,2.114285714,-5.454823129
83605504,-136.992,-1.828571429,4.25375321
83656514,-0.039428571,-1.4,1.933649363
83656541,-52.72857143,-1.4,11.7852708
83656592,-485.08,-6.457142857,0.024033453
83758449,410.9597143,3,9.362855519
83758452,183.7488571,3.028571429,-7.970428148
83758453,65.04971429,0.714285714,-2.598209524
83758456,765.4954286,1.171428571,73.39192967
83758457,342.3114286,2.457142857,-12.40698413
83758460,2226.256857,0.8,152.2269252
83758464,867.4242857,1.828571429,50.1709932
83758474,1313.152286,5.314285714,-35.3758733
83758475,-13.70371429,-0.514285714,22.26927211
83836424,240.7274286,0.657142857,13.88766667
83836489,9.542857143,0.428571429,-4.950226757
83868418,-13.74228571,-1.514285714,2.269368254
83868453,-6.878571429,-0.114285714,-0.314928766
83908434,-2136.856286,1,-85.89889515
83908496,10.21428571,0.485714286,0.31470234
83908558,5.564285714,0.942857143,-0.952006803
83939380,210.4848571,-0.057142857,12.38864694
84127463,-21.54114286,1.4,-4.501431144
84127479,9.010571429,-0.771428571,1.928661235
84127480,20.34542857,0.485714286,-1.026202388
84203436,51.952,1.171428571,0.242532705
84203477,-80.70914286,-1.114285714,1.170537179
84260352,421.1408571,2.514285714,8.343731945
84296501,1004.826286,1.485714286,19.02570296
84331490,57.38628571,-1.2,2.168061667
84371428,3606.242286,-11.51428571,60.69900023
84371429,-6933.534857,-17.02857143,-12.74247728
84399355,254.1877143,5.6,0.748836941
84469403,339.75,2.314285714,3.023944689
84640365,83.32771429,2.142857143,0.467817199
84640427,-2658.698571,-2.914285714,-140.3678398
84674488,636.166,-2.4,68.51264537
84772577,47.89028571,2.714285714,-4.113331463
84772594,124.0957143,-0.742857143,1.530765939
84772601,4.901428571,-1.12E-15,0.764442308
84772604,2.68,1.257142857,-1.787065354
84812401,20.75057143,1.114285714,-1.101832571
84879472,31.96771429,0.971428571,0.34988009
84879473,100.8068571,3.057142857,0.691624773
84914426,238.0825714,0.6,22.30599501
84914511,-1.6,-0.742857143,0.475426201
85001474,1314.785429,-4.457142857,55.03549223
85038455,5407.494286,0.314285714,1010.037143
85141511,-1784.464857,0.542857143,-20.77044541
85179465,-63.23571429,0.485714286,-6.250152675
85273503,24.31714286,-13.42857143,0.130300502
85348356,269.4071429,-0.914285714,10.89132987
85348440,391.8785714,7.428571429,-3.198028713
85425391,-179.3814286,-1.028571429,44.91840885
85537447,188.9797143,1.4,3.450636004
85606418,-82.01228571,-3.485714286,3.196969348
85606422,-584.3597143,-2.2,-3.847988674
85606434,-713.8017143,-2.942857143,-4.401823155
85606443,14.58,1.228571429,-0.278444615
85647386,819.5965714,8.742857143,-2.609122295
85647509,654.0471429,-2.342857143,24.16488387
85647510,122.6905714,0.942857143,-0.024635942
85689541,105.4557143,0.942857143,2.738814495
85689550,-93.568,-1.257142857,0.667568603
85736479,71.98657143,1.6,1.463955952
85736487,-157.5085714,-2.057142857,30.75320672
85736498,343.7997143,5.142857143,-4.554015747
85776378,401.4922857,4.228571429,-2.131664974
85776442,-6.988857143,-1.057142857,1.382086506
85893355,339.5865714,7.314285714,-5.872772946
85893382,382.8937143,-8.085714286,23.19876019
85893470,10020.04229,17.25714286,8.861552437
85893485,231.8322857,-5.942857143,7.989834009
85929468,1596.558571,-0.628571429,54.68150896
85976457,-34.89314286,-1.428571429,2.857259983
85976458,-7688.264857,-22.31428571,13.18802239
85976558,-579.7651429,3.828571429,-7.7325072
86023490,273.8202857,1.114285714,1.210688319
86023510,-537.6588571,-1.742857143,-6.620605766
86083409,109.0348571,4.714285714,-0.233450801
86083410,32.53371429,1.114285714,-1.630851643
86083411,76.36428571,-0.057142857,7.603938645
86160457,-13.75028571,6.114285714,-4.940563729
86160524,342.0148571,2.285714286,1.671726409
86160529,176.2822857,4.771428571,0.876896994
86160552,-4.792,-0.142857143,-0.440748452
86216447,275.8562857,2.428571429,0.673226168
86216510,-2483.256857,4.8,-19.48204245
86287338,-498.9377143,-6.314285714,0.483554954
86392426,-798.4397143,-4.742857143,-9.689442339
86472429,-110.6588571,-2.2,1.431419864
86530430,359.5608571,2.371428571,-3.469849034
86530492,996.7277143,7.514285714,5.075630569
86530512,1408.870571,0.142857143,12.28065401
86591371,2777.845429,0.285714286,37.86794743
86646385,41721.54114,33.8,24.65295782
86646386,272.7774286,1.028571429,-30.63624538
86681346,-31.21085714,0.142857143,-2.501497494
86723350,63.45085714,1.314285714,-0.039355339
86828382,-297.0128571,-3.457142857,3.827744569
86828501,-60.82771429,2.4,-1.823935537
86907408,-355.1828571,1.2,-6.544235536
86935393,-224.7397143,-2.8,-0.119704166
86971347,247.3274286,0.914285714,8.193528584
86971606,4.012285714,1.4,-1.910109524
87013416,-143.0628571,1.057142857,-1.080563722
87013419,-119.2768571,0.114285714,-7.48451168
87013421,42.26314286,2.257142857,-6.892456169
87013457,-1.104571429,-0.314285714,1.909018571
87055415,38.72371429,-2.314285714,9.494771934
87055416,-59.69942857,-4.028571429,2.342601814
87095624,535.7042857,3.942857143,0.727146447
87233450,125.4834286,1.542857143,4.453625118
87233487,-91.56857143,-0.142857143,-7.532674603
87327346,-1081.902571,-2.542857143,35.04478043
87327435,86.60657143,-0.028571429,-22.31458182
87430381,289.2471429,4.4,1.79082009
87430394,202.6914286,3.8,-0.013579223
87471416,3.759428571,-1.2,7.267112245
87511520,66.29428571,7.085714286,-3.971940816
87620454,1897.896571,1.142857143,48.0991216
87620459,-0.798285714,-0.685714286,1.779749827
87686545,-11509.214,11.4,-108.1801626
87727398,62.12485714,1.6,0.455794137
87818421,75.50228571,0.542857143,4.223964304
87887557,21.19714286,-0.114285714,6.274628942
87920550,-34.17542857,-1.514285714,5.967534768
87953443,28.53571429,0.714285714,6.178373016
87953491,-690.9782857,-0.228571429,-12.33495816
87953616,-13.99428571,-0.628571429,2.674939239
88026470,-45.19028571,-1.457142857,-2.47759359
88026566,318.4311429,2.228571429,-2.223108161
88085582,-202.1734286,-2.971428571,0.326403078
88085583,286.8968571,1,5.446845624
88085590,851.4374286,0.314285714,79.69275397
88207538,-9.442857143,-0.314285714,-0.240251331
88261475,817.6037143,0.8,42.94332185
88261495,88.72342857,1.314285714,2.594750746
88301421,30.68028571,1.485714286,-0.271313776
88301589,68.02285714,-0.685714286,6.870955885
88333583,168.8857143,-0.057142857,2.43220874
88425411,-60.628,-1.571428571,36.48045558
88425522,114.7305714,2.2,1.837180298
88458514,-1715.279714,-14.48571429,27.34082286
88489581,-191.9431429,-10.77142857,13.60954245
88489582,-381.06,-5.914285714,8.417570062
88489615,-391.0714286,-1.314285714,-1.773079777
88616512,177.0042857,2.371428571,1.616137619
88654507,-104.3902857,-4.171428571,1.239164552
88654596,29.91028571,0.314285714,0.768057041
88654669,124.1937143,2.114285714,1.100173966
88796483,42.914,-0.085714286,3.919832241
88796489,68.69057143,2.428571429,0.124082266
88796570,95.39828571,2.628571429,-0.504134273
88796571,-10.62371429,-0.971428571,3.327816511
88996489,1368.412857,1.6,22.96399134
88996490,601.06,-1.314285714,15.40672807
88996491,332.6514286,-4.457142857,15.65280255
88996496,-28.52714286,-3.171428571,7.105744759
88996499,403.6228571,-1.257142857,14.4205231
88996504,217.3014286,-1.228571429,8.586187563
88996529,619.3905714,-3,11.1306989
88996540,80.08428571,-1.885714286,14.97612363
88996541,1615.546857,1.8,12.85436696
88996550,-125.6857143,-1.571428571,12.69519208
88996551,162.0571429,0.4,5.672453889
88996552,-371.0285714,-3,26.56641219
88996565,62.28571429,-2.542857143,42.69743787
88996568,-336.9428571,-1.8,28.25060606
88996573,877.3428571,1.828571429,22.83006017
88996574,-379.9428571,-1.828571429,7.612857143
88996575,650.42,-0.342857143,13.92553816
88996580,-133.7657143,-3.285714286,4.740331762
88996586,64.14,-1.714285714,8.963326109
88996587,252.1357143,-1.771428571,15.43009524
88996589,34.87942857,-0.685714286,7.101474644
88996594,-36.59142857,-2.514285714,4.215786306
88996596,218.0691429,-0.914285714,14.64227164
88996597,319.3248571,0.428571429,7.446754889
88996602,39.224,-1.628571429,7.264851728
88996619,-5.033428571,-1.857142857,9.565792857
88996620,-21.99657143,-1.142857143,5.510427044
88996621,-17.90428571,-1.628571429,5.520217949
88996625,267.2088571,1.028571429,6.631915687
88996628,226.9671429,-1.914285714,8.447009945
88996642,374.2557143,1.8,6.236419042
88996655,108.3957143,0.428571429,3.491372655
88996656,234.2357143,-0.142857143,7.940546982
88996657,-15.67742857,-1.285714286,9.830970413
88996658,-33.464,-2.485714286,4.853165367
88996676,-162.6742857,-2.2,12.94047902
88996679,-12.09942857,-0.657142857,3.835380952
88996684,-228.2842857,-1.342857143,-6.59135838
88996685,-273.5211429,-2.514285714,-2.346141923
88996689,-232.0188571,-2,1.490768326
88996691,-147.33,-2.2,6.692945578
88996694,-226.2808571,-2.457142857,3.85078546
89072393,138.3922857,0.8,2.002526178
89103499,2135.578857,2.685714286,25.49002778
89103617,345.7457143,3.571428571,3.917386592
89141428,-5.286285714,-0.171428571,0.17578458
89141508,-97.72428571,3.057142857,-11.09779032
89141511,11.87628571,0.428571429,0.106980946
89171370,-1290.712286,-8.542857143,-4.617383481
89205401,-353.858,-0.542857143,-15.18849857
89205478,-13011.98286,-27.57142857,-108.7718342
89205479,429.2442857,3.685714286,6.912731257
89392907,250.1168571,5.428571429,-0.154715075
89392912,98.29,0.314285714,1.937473516
89393117,38.17714286,1.4,-11.52790476
89457480,-226.1374286,-5.571428571,-0.150351701
89494462,-11.43285714,0.142857143,-0.83220974
89609389,75.15,2.142857143,0.790635281
89609469,58.12942857,0.542857143,1.452562442
